@id;name;@lat;@lon;addr:city;addr:postcode;addr:street;addr:housenumber;amenity;cuisine;indoor_seating;outdoor_seating;opening_hours;website;wheelchair;Column1;_1;_2;_3;_4;_5
593846241;El Burrito Feliz;474994087;87198400;Winterthur;8400;Schützenstrasse;8;restaurant;mexican;;yes;"Mo-Sa 11:30-14:00,17:30-22:00; PH closed";https://www.elburritofeliz.ch/;limited;;;;;;
632149361;Rössli;474822603;87612293;;;;;restaurant;;;;Tu-Fr 08:30-23:00; Sa 11:00-23:00; Su 11:00-17:00;;;;;;
648047492;Al Mouchtar;475020586;87270092;Winterthur;8400;Theaterstrasse;7;fast_food;syrian;;;Mo-Su 10:00-20:00;;no;;;;;;
651516557;Sonne;474840926;87597534;;;;;restaurant;pizza;;;;;;;;;;;
659475608;Hermannseck;474981027;87409953;;;;;restaurant;regional;;;Mo-Fr 09:00-23:00; Sa 17:00-23:30;;no;;;;;
663893225;Eulach-Treff;475108415;86951973;;;;;restaurant;;;;;;;;;;;;
675161654;Locanda Trivisiano;474997184;87261232;Winterthur;8400;Stadthausstrasse;121;cafe;;;;Mo-Sa 09:00-24:00;;;;;;;;
675161668;Royal Döner;474996060;87251847;Winterthur;8400;Stadthausstrasse;137;fast_food;;;;;;yes;;;;;;
677194766;Tom Yam;475035719;87521674;;;;;restaurant;thai;;;"Mo-Fr 11:00-14:00,17:30-23:00; Sa 17:30-23:00";;;;;;;;
687625761;LoiMy;475000603;87285738;Winterthur;8400;Stadthausstrasse;83;cafe;bubble_tea;;;"Mo,We,Fr 11:30-18:00; Sa 11:30-17:00";;;;;;;;
703057903;Ocean Five;474985230;87261594;Winterthur;8400;Neumarkt;5;restaurant;burger;;yes;Mo-Th 11:00-00:30, Fr 11:00-02:30, Sa 12:00-02:30, Su 17:00-00:30;https://www.oceanfive.ch/;limited;;;;;;
703057906;Zum Goldenen Horn;474988298;87261226;;;Neumarkt;13;restaurant;turkish;;;"Mo-Th 11:00-23:00; Fr, Sa 11:00-00:00; Su 12:00-21:00";;limited;;;;;;
705760974;Breite;474901635;87256654;;;;;restaurant;;;;;;no;;;;;;
708997924;Tearoom Teekult;474981741;87292903;Winterthur;8400;Steinberggasse;21;pub;;;;Tu-Fr 11:30-18:30; Mo 11:30-18:30; Sa 09:00-17:00;https://www.teekult.ch/;no;;;;
709022313;Insieme;474984079;87288259;Winterthur;8400;Steinberggasse;24;cafe;italian;;;;https://insieme-piadineria.ch/;;;;;;;
709078361;Café Zentrum;474989510;87260438;;;;;cafe;;;;"Mo 08:30-17:00; Tu 08:00-18:30; We, Th 08:30-18:30; Fr 08:00-18:30; Sa 08:30-18:30; Su 10:00-17:00";;;;;;;;
710880571;Silberkeller;474983744;87282627;Winterthur;8400;Steinberggasse;26;restaurant;;;no;;http://www.silberkeller.ch;;;;;;;
712608636;Lucky Smash;474980881;87276003;;;;;restaurant;burger;;;"Mo,Su off; Tu-Th 18:00-21:30; Fr 18:00-22:30; Sa 16:00-22:30";;;;;;;;
731833436;Tech Point;474978010;87276201;;;;;fast_food;kebab;;;;;;;;;;;
738947656;Kaffeeleben;474991238;87277049;Winterthur;8400;Metzggasse;16;cafe;;;;"Mo,Su off; Tu-Sa 09:00-17:00";https://kaffeeleben.ch/;no;;;;;;
749913670;Bistro La Couronne;474991204;87274751;Winterthur;;Marktgasse;49;restaurant;;;;;https://www.kronewinterthur.ch/;;;;;;;
749928336;il salottino;474985477;87287480;Winterthur;8400;Pfarrgasse;4;pub;;;;"Su,Mo off; Tu,Th,Fr 09:00+; We,Sa 14:00-18:00+";https://ilsalottino.ch/;;;;;;;
763523652;De Tapas;474981734;87316880;Winterthur;8400;Tösstalstrasse;8;restaurant;;;;Tu-Fr 17:00-23:00; Sa 15:00-23:00;;;;;;;
763523653;La Panetteria;474981861;87315850;Winterthur;8400;Tösstalstrasse;6;restaurant;;;;"Mo-Fr 11:00-14:00,17:30-23:00; Sa 18:00-23:00";;;;;;;;
763523656;Green Klub;474980864;87322430;Winterthur;8400;Tösstalstrasse;18;bar;;;;;;;;;;;;
854335396;Restaurant Technorama (ZFV);475136440;87644672;;;;;restaurant;;yes;yes;Mo-Su 10:00-17:00;;yes;;;;;;
917755893;Eurest / Restaurant Technopark Winterthur;474946208;87167601;Winterthur;8406;Technoparkstrasse;2;food_court;;;;Mo-Fr 07:00-14:00;https://clients.eurest.ch/de/tpw/home;yes;;;;;;
927397061;Grill - Take Away;475196057;87179758;;;;;fast_food;;;;;;limited;;;;;;
966324137;Banane;475042768;87255421;;;;;restaurant;;;;Mo-Su 11:30-14:00, 18:00-22:30;;;;;;;;
966324570;Banana Bar;475042006;87255233;;;;;bar;;;;;;;;;;;;
1092038913;;474888569;87287145;;;;;bbq;;;;;;;;;;;;
1328945988;Mare et Monti;474849589;87629776;;;;;restaurant;;;;;;yes;;;;;;
1374191997;Sessel;474622906;87714855;;;;;bbq;;;;;;;;;;;;
1479407508;Schloss Wülflingen;475113417;86995040;Winterthur;8408;Wülflingerstrasse;214;restaurant;regional;;yes;"Mo-Fr 11:00-14:00,17:30-22:00; Sa-Su 11:00-22:00";http://www.schlosswuelflingen.ch/;limited;;;;;;
1483019192;Cotton Corner Bar;475013615;87260868;;;;;pub;;;;Mo-Th 08:45-24:00, Fr 08:45-01:00, Sa 16:00-01:00;;no;;;;;;
1488980360;Zum grünen Hund;474907705;87125390;;;;;restaurant;regional;;;"""temporarily closed""";http://gruenerhund.ch;;;;;;;
1519474203;Migros Restaurant;474853872;87627865;Winterthur;8405;Hinterdorfstrasse;40;restaurant;international;;no;"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 08:00-18:00";https://filialen.migros.ch/de/migros-restaurant-winterthur-seen;;;;;;;
1519868844;Bodega Bar;474997012;87243780;;;;;cafe;;;;Mo-We 09:00-22:30; Th-Sa 09:00-23:30; Su 10:00-21:30;;;;;;
1531299433;Kiosk AG;474979196;87165097;;;;;fast_food;;yes;no;Mo-Fr 08:00-14:00;;limited;;;;;;
2172799512;Siam Chili;475040910;87294585;Winterthur;8400;Lindstrasse;27;restaurant;thai;;;Mo 09:00-14:30; Tu-Fr 09:00-20:00;;;;;;;
2424697821;Café Augenblick;475071968;87548674;;;;;cafe;;yes;yes;"We,Fr 08:00-19:00; Sa 09:00-17:00; Su 10:00-17:00; Th 08:00-19:00";;outside;;;;;;
2424718821;Restaurant Pizzeria Schmiede;475063228;87571254;;;;;restaurant;italian;;;"Mo-Fr 11:00-13:00, 17:00-22:00; Sa-Su 17:00-22:00";;;;;;;;
2424720789;Bahnhöfli Oberi;475078362;87585596;Winterthur;8404;Römertorstrasse;4;restaurant;;;;Tu-Th 11:30-23:00; Fr 11:30-00:00; Sa 16:00-00:00;https://bahnhoefli-oberi.ch;;;;;
2424723261;Restaurant Sonneck;475072954;87541469;;;Römerstrasse;159;restaurant;regional;;;Mo-Th 09:00-14:00, Fr 09:00-14:00, Mo-Th 16:30-23:30, Fr 16:30-24:00;https://www.sunnegg.ch;yes;;;;;;
2424724704;Matterhorn;475074494;87549274;;8404;Römerstrasse;;fast_food;kebab;;streetside;"Su,Mo 09:00-22:00; Tu-Sa 09:00-23:00";;no;;;;;;
2424724937;Thai Lotos Garden;475075362;87551433;;;;;restaurant;thai;;;"Tu-Fr 11:30-14:00,17:30-23:00; Sa 17:30-23:00";;no;;;;;;
2451608588;Shimbala;475048376;87660267;Winterthur;8404;Ida-Sträuli-Strasse;71;restaurant;tibetan;sushi;indian;western;yes;yes;"Mo-Fr 11:00-14:30, 17:30-22:00; Sa 17:00-22:00";https://shimbala.ch/;yes;;;
2451641185;Gerry's Bar;475044596;87636097;Winterthur;8404;Else-Züblin-Strasse;;restaurant;pizza;;;Tu-Fr 09:30-14:30, We-Su 17:00-22:00;https://www.gerrysbar.ch/;yes;;;;;;
2451643514;Restaurant Eulachpark;475046920;87628234;;;Barbara-Reinhart-Strasse;;restaurant;;;;Tu 10:00-15:00, We-Th 10:00-22:00, Fr-Sa 10:00+, Su 11:00-21:00;https://www.restaurant-eulachpark.ch/;yes;;;;;;
2457539648;Restaurant Burehus;474866133;87594559;;;;;restaurant;regional;;;Mo-Fr 09:00-23:30; Su 11:00-17:00;;;;;;;
2466736061;Tres Amigos;475006088;87270725;;;;;restaurant;mexican;;yes;Mo-Th 10:00-24:00, Fr-Sa 10:00-02:00, Su 10:00-23:00;https://www.tresamigos.ch/winterthur/;no;;;;;;
2486983218;Kafi Müli;475060346;87603588;;;Hegifeldstrasse;2a;restaurant;coffee_shop;yes;yes;Mo-Fr 08:30-16:30;https://www.kafimueli.ch;;;;;;;
2493971952;Bloom;475010807;87325260;;;;;restaurant;;;;"Mo-Fr 06:30-23:00; Sa,Su 07:00-23:00";https://bloom.ch/;;;;;;;
2540938577;Asia King;474901982;87093650;;;;;restaurant;nepalese;;;;;;;;;;;
2546033390;Cooperativa;475013027;87258319;Winterthur;8400;Museumstrasse;74;restaurant;;;;Tu-Sa 16:00-23:00;;;;;;;;
2570468652;Al Giardino;474943016;87399559;Winterthur;8400;Tösstalstrasse;70;restaurant;italian;french;spanish;;;"Tu-Th 11:30-14:00,17:30-23:30; Fr 11:30-14:00,17:30-24:00; Sa 17:30-24:00; Su,Mo off";https://algiardino.ch/;;;;;
2649686873;imo Döner;475071594;87123153;Winterthur;;Wülflingerstrasse;66;fast_food;kebab;;;;;;;;;;;
2666984905;Bistro Gate 27;475038264;87285402;;;Theaterstrasse;27b;restaurant;;;;Mo-Fr 09:00-14:30;;yes;;;;;;
2795232150;Thai Bamboo;475001143;87293120;;;;;restaurant;thai;;;"Mo-Sa 11:30-14:00,17:00-22:00; Su 17:00-22:00";https://thaistyle-winterthur.ch/;;;;;;;
2941529903;Grand Café du Musée;474991780;87294806;Winterthur;8400;Kirchplatz;14;cafe;;;;;;;;;;;;
2955638928;Taggenberg;475197332;86842279;;;;;restaurant;;;;;;;;;;;;
3124969715;Dunkin';474992989;87241073;Winterthur;8400;Bahnhofplatz;4;fast_food;donut;coffee_shop;;;"Mo-Sa 08:00-21:00; PH,Su 09:00-20:00";;;;;;;
3124969719;Manta Sandwich-Bar;474998710;87312983;;;;;fast_food;;;yes;"Mo-We,Fr 07:30-19:00; Th 07:30-20:00; Sa 08:00-18:00; Su 11:00-18:00";;limited;;;;;;
3275087003;Culinarium Museumstrasse;475010925;87355238;;;;;restaurant;;;;Mo-Fr 11:30-13:30;http://culinarium-museumstrasse.sv-group.ch/;;;;;;;
3275087004;Culinarium Museumstrasse;475011816;87353616;;;;;cafe;;;;Mo-Fr 07:30-15:30;http://culinarium-museumstrasse.sv-group.ch/;;;;;;;
3305701136;Lina's Bar;475016523;87201640;Winterthur;8400;Wartstrasse;38;bar;;;yes;Mo-Sa 16:00-24:00;http://www.linas-bar.ch/;no;;;;;;
3373091672;Cafeteria;474964388;87189114;;;;;cafe;;yes;no;;;yes;;;;;;
3445108925;Manta Bar;475000287;87244305;;;;;fast_food;;;;Mo-Fr 07:30-19:00; Sa 08:30-18:30;http://www.manta-bar.ch/;yes;;;;;
3483494147;Subway;474990841;87263487;;;;;fast_food;sandwich;yes;yes;"Mo-Th 11:00-21:00; Fr,Sa 11:00-22:00; Su,PH 12:00-21:00";http://subway-sandwiches.ch;yes;;;;;;
3784367094;nooba;474983033;87212739;Winterthur;8400;Zürcherstrasse;1-3;restaurant;indian;japanese;thai;yes;yes;Mo-Fr 10:00-20:00; Sa 10:00-18:00;;yes;;;
3814637457;Restaurant Eulachstrand;474961460;87401724;;;;;restaurant;;;;;https://www.laebesruum.ch/restaurant/;limited;;;;;;
3976628874;Caliente;475052219;87097444;;;;;restaurant;pizza;;;;;no;;;;;;
4009059218;Bistro SEIN;474965966;87479413;Winterthur;8404;Industriestrasse;1;restaurant;;;;Tu-Fr 09:00-18:00;https://www.bistrosein.ch/;;;;;;;
4058248569;The Scotsman;474988858;87329483;Winterthur;8400;General-Guisan-Strasse;19;pub;;yes;no;Mo-Th 17:00-24:00, Fr 17:00-02:00, Sa 15:00-02:00, Su 15:00-23:00;https://www.thescotsman.ch/;;;;;;;
4058248571;Bangkok Karaoke;474993110;87331624;Winterthur;8400;General-Guisan-Strasse;31;pub;;;;Fr,Sa 22:00-05:00;;;;;;;;
4077210830;Schneider;474911301;87064274;;;;;cafe;;;;Mo-Fr 06:00-18:30; Sa 07:00-16:00; Su 08:00-16:00;;yes;;;;
4081017595;EMMA Bett und Bistro;474986758;87313473;Winterthur;8400;Oberer Graben;8;cafe;regional;oriental;yes;yes;;https://www.emma-bb.ch;no;;;;;
4083411849;Lou Salomé;474988997;87295578;;;;;cafe;;;;;;;;;;;;
4095400139;Gottlieber;474990151;87214453;;;;;cafe;;yes;yes;Mo-Fr 07:30-20:00; Sa 07:30-18:00; Su 10:00-18:00;;yes;;;;
4095400149;Boilerroom;474982504;87210260;Winterthur;8400;Zürcherstrasse;1-3;pub;;;;Mo-Th 17:00-23:00, Fr-Sa 17:00-01:00, Su 14:30-22:00;https://www.boilerroom.ch/;;;;;;;
4095400151;Yooji's;474980587;87212955;Winterthur;8400;Zürcherstrasse;1-3;restaurant;sushi;;;Mo-Sa 11:00-23:00; Su 17:00-22:00;https://www.yoojis.com/standorte/winterthur-i-kesselhaus/;;;;;;
4095400161;Les Coulisses;475018041;87279949;Winterthur;8402;Theaterstrasse;6;bar;;;;;;;;;;;;
4095400162;Café Restaurant Urban;474882213;87590845;;;;;cafe;;;;Mo 11:00-16:30; Tu-Su 09:00-17:30;;;;;;;
4095400163;Café Roman;475043234;87536581;Winterthur;8404;Frauenfelderstrasse;76;cafe;;;;Mo-Fr 07:00-23:00; Sa 08:00-19:00; Su 09:00-19:00;https://cafe-roman.ch/;;;;;
4095400164;Café «Am Römerholz»;475111731;87319184;;;;;cafe;;;;;;;;;;;;
4095400165;eve Bar & Lounge;474978696;87260518;Winterthur;8400;Technikumstrasse;73;bar;;yes;yes;"Tu-We 16:00-24:00; Th 16:00-01:00; Fr-Sa 16:00+; PH closed; Th-Sa 20:00+ open ""Eintritt ab 21 Jahren""";https://evelounge.ch/;limited;;;;;;
4095400166;Residenz Café;475016426;87226017;;;;;cafe;;;;PH,Mo-Su 08:00-21:00;;;;;;;;
4095400168;Frohsinn Eidberg;474747413;87944503;;;;;restaurant;;;;;;;;;;;;
4095400169;Pionier;474972039;87192311;;;;;restaurant;;;;Mo-Fr 07:30-15:30;;yes;;;;;;
4095400171;Echt KungFu;474935324;87593093;Winterthur;8404;Rudolf-Diesel-Strasse;28;restaurant;asian;chinese;;yes;"Tu-Sa 11:00-14:00, 16:30-22:00; Su 16:30-22:00";https://www.echtkungfu.ch/;;;;;;
4095400172;Trois Tilleuls;475101955;87301421;;;;;restaurant;;;;Mo-Su 08:00-22:00;;;;;;;;
4095400173;Villa Sträuli;475016738;87288079;;;;;restaurant;;;;May-Sep: Tu-Fr 11:30-14:00; Nov-Mar: Tu-Fr 11:30-14:00;https://www.villastraeuli.ch/;;;;;;
4095400175;Stadtrain;475010572;87463217;Winterthur;8404;Römerstrasse;71;restaurant;;;;Mo-Fr 08:30-23:30; Sa 11:00-23:30;;;;;;;
4095400177;Habibi;475014450;87473946;;;;;fast_food;;;;;;;;;;;;
4095400181;Kebab Treff Oberwinterthur;475045784;87542254;Winterthur;8404;Frauenfelderstrasse;72;fast_food;kebab;;;"Mo-We,Su 10:00-22:00; Fr-Sa 10:00-23:00";;yes;;;;;;
4095400186;Negishi Sushi Bar;474983532;87247212;Winterthur;8400;Archplatz;2;restaurant;sushi;;;;https://www.negishi.ch/winterthur-archhoefe;;;;;;;
4095400191;Gutschick;474917711;87502515;Winterthur;8400;Scheideggstrasse;10;restaurant;pizza;;;Mo-Sa 08:30-23:00; Su 09:30-22:00;;;;;;;
4095400192;Gianni's;474913296;87497603;Winterthur;8400;Scheideggstrasse;6;restaurant;pizza;;;"Mo-Fr 11:00-14:00,17:00-22:00; Sa,Su 17:00-22:00";;;;;;;;
4095400193;Nachbarsgarten;475058456;87194072;;;;;restaurant;;yes;yes;Tu-Sa 17:00-23:30;;no;;;;;;
4095987418;Gastronomie am Gleis;475016730;87235598;Winterthur;8400;Rudolfstrasse;21;restaurant;italian;yes;yes;Mo-We 08:00-23:00; Th 08:00-24:00; Fr 08:00-01:00; Sa 08:00-00:30; Su 13:00-23:00;https://www.gastronomieamgleiswinterthur.ch/;yes;;
4095987419;Thai Bistro;475009501;87222403;Winterthur;8400;Wartstrasse;12;restaurant;thai;;yes;11:30-22:00;https://www.malaithai.ch;limited;;;;;;
4095987420;Café Kunterbunt;475092781;87172208;;8400;Bachtelstrasse;72;cafe;;;;"Mo,Th-Sa 09:00-19:00; Su 09:00-18:00";https://cafekunterbunt.ch;no;;;;;;
4095987421;Ristorante Caruso;474917878;87137065;Winterthur;8406;Tössfeldstrasse;30;restaurant;;;;;;;;;;;;
4095987423;Sanook;474984732;87363658;Winterthur;8400;St. Gallerstrasse;27;restaurant;thai;;;Mo-Fr 11:00-14:00; Mo-Th 17:30-22:00; Fr-Sa 17:30-05:00;;;;;;
4095987424;Castello;474879822;87089972;Winterthur;8406;Klosterstrasse;50;restaurant;italian;;;;;;;;;;;
4095987426;Euro Pizza;475148496;87591591;Winterthur;8404;Sonnenblickstrasse;1;restaurant;pizza;;;Tu-Fr 11:00-13:30, Tu-Sa 17:00-22:00;;;;;;;;
4095987428;Dieci Pizzakurier;474984106;87373286;Winterthur;8400;St. Gallerstrasse;35;fast_food;pizza;;;"Mo-Th 11:00-13:30,17:00-22:00; Fr,Sa 11:00-13:30,17:00-23:00; Su 11:00-22:00";https://www.dieci.ch/de/pizzakurier-winterthur;;;;;;;
4095987429;Kongresshaus Liebestrasse;475022980;87296633;;;;;restaurant;;;;;;;;;;;;
4095987430;Viet-Long;474932416;87428894;Winterthur;8400;Allmannstrasse;20;fast_food;vietnamese;asian;;;"Mo-Fr 11:00-14:00,17:00-22:00; Sa,Su 16:30-22:00";https://www.vietlong.ch;;;;;;
4095987433;Bocciodromo Pizzeria;475076476;87084093;;;Flüelistrasse;9;restaurant;pizza;;;Tu-Fr 14:00-23:00; Sa-Su 11:00-23:00;https://bocciodromo.ch/;;;;;;
4095987434;Il Sapore;474891927;87028247;Winterthur;8406;Zürcherstrasse;208;restaurant;swiss;italian;pizza;;yes;;https://www.ilsapore.ch;limited;;;;
4095987435;Wirtschaft Zur Eintracht;475270733;87515018;Reutlingen (Winterthur);8404;Reutlingerstrasse;67;restaurant;regional;;;Tu-Fr 11:00-24:00; Sa 17:00-24:00;https://eintracht-reutlingen.ch/;;;;;;
4095987437;Neuburg;474967438;86763834;Winterthur;8408;Neuburgstrasse;63;restaurant;regional;barbecue;fine_dining;fondue;;yes;"We-Sa 11:00-14:00,17:30-23:00; Su 11:00-22:00; Mo,Tu off";https://neuburg.ch/;;;;
4095987438;Grotto Maienried;475169456;86847910;Winterthur;8408;Maienriedweg;42;restaurant;ticinese;;;;;;;;;;;
4109460415;Argentina;475004248;87226484;Winterthur;8400;Rudolfstrasse;15;restaurant;steak_house;yes;yes;"Mo-Sa 10:00-24:00; Su,PH 10:00-22:00";https://www.steakhouse-argentina.ch/de/p/standorte/winterthur-1086.html;limited;;;;;;
4125136764;By Elvis;474763352;87041609;Winterthur;8406;Zürcherstrasse;322;restaurant;;;;;https://www.byelvis.ch/;;;;;;;
4127859153;Coop Restaurant;474944515;87583632;Winterthur;8404;Rudolf-Diesel-Strasse;19;restaurant;german;;;Mo-Sa 08:00-20:00; PH off;;;;;;;
4143671995;Rüzgar;474945371;87118663;Winterthur;8406;Zürcherstrasse;57;cafe;;;;;;;;;;;;
4143671996;Anadolu Imbiss;474944763;87117540;Winterthur;8406;Zürcherstrasse;59;fast_food;kebab;;;;;;;;;;;
4143672000;Anita Bar;474923416;87082248;Winterthur;8406;Zürcherstrasse;93;bar;;;;;;;;;;;;
4145958789;Billardcenter Borsalino;474993039;87457750;Winterthur;8400;Werkstrasse;16;restaurant;;;;"Mo-Th 14:00-24:00; Fr-Sa 14:00-02:00, Su 14:00-24:00";https://www.borsalino.li/;;;;;;;
4153947940;Fabi Imbiss;475014552;87208153;Winterthur;8400;Wartstrasse;32;fast_food;kebab;;;Mo-Sa 10:00-23:00; Su 17:00-23:00;;;;;;;
4153947942;Maharaja Curry;475010717;87212270;Winterthur;8400;Wartstrasse;21;restaurant;;;;"Mo-Fr 11:30-14:00,18:00-23:00; Sa 18:00-23:00";;;;;;;;
4189897373;Destiny 1;474896820;87034206;Winterthur;8406;Zürcherstrasse;198;pub;;;;;;;;;;;;
4198831694;McQueen Fumoir;474979893;87258787;;;;;bar;;;;;;;;;;;;
4198831696;Couleur Bar;474978328;87283764;Winterthur;8400;Technikumstrasse;46;pub;;;;;;;;;;;;
4202897703;;474924859;87900381;;;;;bbq;;;;;;;;;;;;
4202897704;;474915747;87970642;;;;;bbq;;;;;;;;;;;;
4202897725;;475107324;87946002;;;;;bbq;;;;;;;;;;;;
4202897726;;475198397;87659073;;;;;bbq;;;;;;;;;;;;
4216125195;;474811470;87347509;;;;;bbq;;;;;;;;;;;;
4216125196;;474809751;87349640;;;;;bbq;;;;;;;;;;;;
4216125199;;474841331;86738055;;;;;bbq;;;;;;;;;;;;
4216125201;;475167796;87004376;;;;;bbq;;;;;;;;;;;;
4216125207;;475205374;86801382;;;;;bbq;;;;;;;;;;;;
4232449290;Café Wyden;475115458;86810461;;;;;cafe;;;;Mo-Fr 08:00-17:00; Sa 08:00-12:00;;;;;;;
4238364555;Toodog Sushi;474980708;87437277;Winterthur;8400;St. Gallerstrasse;78;fast_food;sushi;;;"Mo-Fr 11:00-14:00, 17:00-22:00; Sa 17:00-22:00";https://www.toodogsushi.ch/;;;;;;;
4350890743;Café Mélange;474843034;87641677;;;;;cafe;coffee_shop;;;Mo-Fr 14:00-18:00;https://www.cafe-melange.ch/;;;;;;;
4358977790;Carl's Jr.;474998234;87308762;Winterthur;8400;Unterer Graben;33;fast_food;burger;;;Su-Th 10:00-22:00; Fr-Sa 10:00-24:00;https://www.carlsjr.ch/;;;;;;
4395329570;Weroz;474938563;87417544;;;;;fast_food;;;;Mo-Sa 10:00-22:00; Su 11:00-21:00;;;;;;;
4395329572;Sport Café;474938554;87420444;;;;;cafe;;;;;;;;;;;;
4395329573;La Pizza Pasta;474930072;87433443;Winterthur;8400;Tösstalstrasse;89;fast_food;kebab;pizza;teigwaren;;;;https://lapizzapasta.ch;;;;;
4395329576;Victoria;474907272;87471475;;;;;restaurant;pizza;;;Mo-Sa 08:00-22:00; Su 10:00-22:00;;;;;;;
4395329789;Sultan;474841776;87597092;;;;;restaurant;;;;;;;;;;;;
4395329792;Taste of Asia;474837102;87606874;Winterthur;8405;Tösstalstrasse;249;restaurant;asian;;;;https://www.taste-of-asia.ch/;;;;;;;
4395329797;Princess;474831540;87609805;;;;;bar;;;;;;;;;;;;
4395329798;Krone Pub;474830710;87610753;;;;;pub;;;;;;;;;;;;
4395953063;Feuerstelle;475109513;87886136;;;;;bbq;;;;;;;;;;;;
4417689793;Domino's Pizza;475049501;87179070;;;;;fast_food;pizza;;;"Mo-Th 11:00-13:30, 17:00-23:00; Fr 11:00-13:30, 17:00-23:55; Sa 11:00-23:55; Su 11:00-23:00";https://www.dominos.ch/;;;;;;;
4434577593;Villa Duchessa;475002649;87266443;Winterthur;8400;Stadthausstrasse;12;restaurant;italian;;yes;Mo-Sa 10:00-23:30; Su 10:30-23:00;https://villa-duchessa-winterthur.ch/;;;;;;
4456693165;Migros Take-Away;474974593;87616940;Winterthur;8404;Industriestrasse;44;fast_food;;;;"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-gruezepark-i;;;;;;;
4456693170;Nuu’s Thai Kitchen;475027681;87638016;;;;;fast_food;thai;yes;yes;"Mo-Fr 11:00-14:00,16:30-20:30; Su 16:30-20:30";;yes;;;;;;
4456693174;Da Cristina;475036970;87638892;;;;;cafe;;;;;;;;;;;;
4471606845;Allmanns Trend Food;475043819;87723984;;;;;fast_food;;;;;;yes;;;;;;
4471698522;Caleiro Bar;474991947;87665296;;;;;bar;;;;;;;;;;;;
4486137546;Migros Restaurant;475190680;87203977;Winterthur;8400;Schaffhauserstrasse;152;restaurant;;yes;no;;https://filialen.migros.ch/de/migros-restaurant-winterthur-rosenberg;;;;;;;
4486137563;Rosen;475116104;87212509;Winterthur;8400;Loorstrasse;31;fast_food;turkish;;no;"Mo-Fr 11:00-14:30, 17:00-23:00; Sa-Su 11:00-23:00";https://restaurantrosen.business.site;no;;;;;;
4585119394;Molly Malone;474965532;87463082;Winterthur;8400;Oberer Deutweg;4;pub;;;yes;;;yes;;;;;;
4808524921;Hi und da;474993549;87304410;Winterthur;8400;Obergasse;32;pub;;;yes;Su-Mo off; Tu-Th 09:00-22:30; Fr-Sa 09:00-00:00;https://www.hiundda.ch/;limited;;;;
4816412578;Bären;475109569;86926960;;;;;restaurant;;;;;;;;;;;;
4816412579;Da Cosimo;475109301;86937446;;;;;restaurant;pizza;;;;;;;;;;;
4836796658;Il Gelatino;474995031;87235461;;;;;ice_cream;;;;;;;;;;;;
4868065118;Ziegelhütte;474782038;86987396;Winterthur;8406;Dättnauerstrasse;26;restaurant;;;yes;"Fr,Sa 18:00+ open ""bei Anlass""";https://mirvowinti.ch;limited;;;;;;
4878656985;;475067900;86658336;;;;;bbq;;;;;;;;;;;;
4879747524;Santa Rosa;475018878;87734895;Winterthur;8409;Stegackerstrasse;14;restaurant;pizza;italian;;;;;;;;;;
4885628315;Beans & Balls;475008327;87262681;;;;;fast_food;coffee_shop;bowls;;no;Tu-Fr 09:00-16:00;https://www.beansandballs.ch/;;;;;;
4885628316;Thaifood Like;475008974;87262466;;;;;fast_food;thai;;no;;;;;;;;;
4885628318;Yosry’s ägyptischer Imbiss;475009606;87262267;;;;;fast_food;egyptian;;no;"Mo-We 11:30-17:00; Th-Fr 11:30-15:00, 18:00-20:00; Sa 11:30-17:00";;;;;;;;
4952008723;Saffron;475054212;87146463;Winterthur;8400;Bürglistrasse;31;restaurant;indian;;yes;"Mo-Fr 11:30-14:00, 17:30-23:00; Sa 17:30-23:00; Su 17:30-22:30";https://saffronrestaurant.ch/;;;;;;;
4985409623;Burger King;474991094;87247150;Winterthur;8400;Untertor;33;fast_food;burger;yes;yes;Su-Th 10:00-24:00, Fr 10:00-05:00, Sa 10:00-06:00;https://www.burger-king.ch/de/store-locator/store/restaurant_239725;yes;;;;;;
5007665837;;475052698;87657757;;;;;bbq;;;;;;;;;;;;
5007665838;;475056555;87654124;;;;;bbq;;;;;;;;;;;;
5007665839;;475054063;87640174;;;;;bbq;;;;;;;;;;;;
5105876560;Bistro Auwiesen;474833624;87048969;;;;;cafe;;yes;yes;"Mo-Fr 08:30-14:00,16:30-21:00; Sa 10:00-14:00";;;;;;;;
5109346567;Çakllani;474905043;87047391;Winterthur;8406;Zürcherstrasse;162;restaurant;balkan;;no;"Mo-Th 08:00-22:00; Fr-Sa 08:00-24:00, Su 08:00-22:00";https://www.restaurant-cakllani.ch/;;;;;;;
5109346573;Lani;474924275;87069041;;;;;restaurant;;;;;;;;;;;;
5112759070;COALMINE Café;475004004;87250816;;;;;cafe;;;;Mo-Fr 08:00-19:00; Sa 11:00-16:00;https://www.coalmine.ch/coalmine/cafe/;;;;;;
5144542839;Mira Mare;475017958;87535976;Winterthur;8404;Hegistrasse;35b;fast_food;pizza;italian;;;;;;;;;;
5205863978;Incontro;474912931;87340645;;;;;restaurant;italian;pizza;;;"Mo off; Tu, We, Fr 11:30-13:30, 17:30-21:00; Th, Su 17:30-21:00; Sa 11:30-21:00";http://www.incontropizza.ch/;;;;;;
