@id;name;@lat;@lon;addr:city;addr:postcode;addr:street;addr:housenumber;amenity;cuisine;indoor_seating;outdoor_seating;opening_hours;website;wheelchair
3275087004;Culinarium Museumstrasse;47.5011816;8.7353616;;;;;cafe;;;;Mo-Fr 07:30-15:30;http://culinarium-museumstrasse.sv-group.ch/;
3305701136;Lina's Bar;47.5016523;8.7201640;Winterthur;8400;Wartstrasse;38;bar;;;yes;Mo-Sa 16:00-24:00;http://www.linas-bar.ch/;no
3373091672;Cafeteria;47.4964388;8.7189114;;;;;cafe;;yes;no;;;yes
3445108925;Manta Bar;47.5000287;8.7244305;;;;;fast_food;;;;Mo-Fr 07:30-19:00; Sa 08:30-18:30;http://www.manta-bar.ch/;yes
3483494147;Subway;47.4990841;8.7263487;;;;;fast_food;sandwich;yes;yes;"Mo-Th 11:00-21:00; Fr,Sa 11:00-22:00; Su,PH 12:00-21:00";http://subway-sandwiches.ch;yes
3784367094;nooba;47.4983033;8.7212739;Winterthur;8400;Zürcherstrasse;1-3;restaurant;indian;japanese;thai;yes;yes;Mo-Fr 10:00-20:00; Sa 10:00-18:00;;yes
3814637457;Restaurant Eulachstrand;47.4961460;8.7401724;;;;;restaurant;;;;;https://www.laebesruum.ch/restaurant/;limited
3976628874;Caliente;47.5052219;8.7097444;;;;;restaurant;pizza;;;;;no
4009059218;Bistro SEIN;47.4965966;8.7479413;Winterthur;8404;Industriestrasse;1;restaurant;;;;Tu-Fr 09:00-18:00;https://www.bistrosein.ch/;
4058248569;The Scotsman;47.4988858;8.7329483;Winterthur;8400;General-Guisan-Strasse;19;pub;;yes;no;"Mo-Th 17:00-24:00, Fr 17:00-02:00, Sa 15:00-02:00, Su 15:00-23:00";https://www.thescotsman.ch/;
4058248571;Bangkok Karaoke;47.4993110;8.7331624;Winterthur;8400;General-Guisan-Strasse;31;pub;;;;"Fr,Sa 22:00-05:00";;
4077210830;Schneider;47.4911301;8.7064274;;;;;cafe;;;;Mo-Fr 06:00-18:30; Sa 07:00-16:00; Su 08:00-16:00;;yes
4081017595;EMMA Bett und Bistro;47.4986758;8.7313473;Winterthur;8400;Oberer Graben;8;cafe;regional;oriental;yes;yes;;https://www.emma-bb.ch;no
4083411849;Lou Salomé;47.4988997;8.7295578;;;;;cafe;;;;;;
4095400139;Gottlieber;47.4990151;8.7214453;;;;;cafe;;yes;yes;Mo-Fr 07:30-20:00; Sa 07:30-18:00; Su 10:00-18:00;;yes
4095400149;Boilerroom;47.4982504;8.7210260;Winterthur;8400;Zürcherstrasse;1-3;pub;;;;"Mo-Th 17:00-23:00, Fr-Sa 17:00-01:00, Su 14:30-22:00";https://www.boilerroom.ch/;
4095400151;Yooji's;47.4980587;8.7212955;Winterthur;8400;Zürcherstrasse;1-3;restaurant;sushi;;;Mo-Sa 11:00-23:00; Su 17:00-22:00;https://www.yoojis.com/standorte/winterthur-i-kesselhaus/;
4095400161;Les Coulisses;47.5018041;8.7279949;Winterthur;8402;Theaterstrasse;6;bar;;;;;;
4095400162;Café Restaurant Urban;47.4882213;8.7590845;;;;;cafe;;;;Mo 11:00-16:30; Tu-Su 09:00-17:30;;
4095400163;Café Roman;47.5043234;8.7536581;Winterthur;8404;Frauenfelderstrasse;76;cafe;;;;Mo-Fr 07:00-23:00; Sa 08:00-19:00; Su 09:00-19:00;https://cafe-roman.ch/;
4095400164;Café «Am Römerholz»;47.5111731;8.7319184;;;;;cafe;;;;;;
4095400165;eve Bar & Lounge;47.4978696;8.7260518;Winterthur;8400;Technikumstrasse;73;bar;;yes;yes;"Tu-We 16:00-24:00; Th 16:00-01:00; Fr-Sa 16:00+; PH closed; Th-Sa 20:00+ open ""Eintritt ab 21 Jahren""";https://evelounge.ch/;limited
4095400166;Residenz Café;47.5016426;8.7226017;;;;;cafe;;;;"PH,Mo-Su 08:00-21:00";;
4095400168;Frohsinn Eidberg;47.4747413;8.7944503;;;;;restaurant;;;;;;
4095400169;Pionier;47.4972039;8.7192311;;;;;restaurant;;;;Mo-Fr 07:30-15:30;;yes
4095400171;Echt KungFu;47.4935324;8.7593093;Winterthur;8404;Rudolf-Diesel-Strasse;28;restaurant;asian;chinese;;yes;"Tu-Sa 11:00-14:00, 16:30-22:00; Su 16:30-22:00";https://www.echtkungfu.ch/;
4095400172;Trois Tilleuls;47.5101955;8.7301421;;;;;restaurant;;;;Mo-Su 08:00-22:00;;
4095400173;Villa Sträuli;47.5016738;8.7288079;;;;;restaurant;;;;May-Sep: Tu-Fr 11:30-14:00; Nov-Mar: Tu-Fr 11:30-14:00;https://www.villastraeuli.ch/;
4095400175;Stadtrain;47.5010572;8.7463217;Winterthur;8404;Römerstrasse;71;restaurant;;;;Mo-Fr 08:30-23:30; Sa 11:00-23:30;;
4095400177;Habibi;47.5014450;8.7473946;;;;;fast_food;;;;;;
4095400181;Kebab Treff Oberwinterthur;47.5045784;8.7542254;Winterthur;8404;Frauenfelderstrasse;72;fast_food;kebab;;;"Mo-We,Su 10:00-22:00; Fr-Sa 10:00-23:00";;yes
4095400186;Negishi Sushi Bar;47.4983532;8.7247212;Winterthur;8400;Archplatz;2;restaurant;sushi;;;;https://www.negishi.ch/winterthur-archhoefe;
4095400191;Gutschick;47.4917711;8.7502515;Winterthur;8400;Scheideggstrasse;10;restaurant;pizza;;;Mo-Sa 08:30-23:00; Su 09:30-22:00;;
4095400192;Gianni's;47.4913296;8.7497603;Winterthur;8400;Scheideggstrasse;6;restaurant;pizza;;;"Mo-Fr 11:00-14:00,17:00-22:00; Sa,Su 17:00-22:00";;
4095400193;Nachbarsgarten;47.5058456;8.7194072;;;;;restaurant;;yes;yes;Tu-Sa 17:00-23:30;;no
4095987418;Gastronomie am Gleis;47.5016730;8.7235598;Winterthur;8400;Rudolfstrasse;21;restaurant;italian;yes;yes;Mo-We 08:00-23:00; Th 08:00-24:00; Fr 08:00-01:00; Sa 08:00-00:30; Su 13:00-23:00;https://www.gastronomieamgleiswinterthur.ch/;yes
4095987419;Thai Bistro;47.5009501;8.7222403;Winterthur;8400;Wartstrasse;12;restaurant;thai;;yes;11:30-22:00;https://www.malaithai.ch;limited
4095987420;Café Kunterbunt;47.5092781;8.7172208;;8400;Bachtelstrasse;72;cafe;;;;"Mo,Th-Sa 09:00-19:00; Su 09:00-18:00";https://cafekunterbunt.ch;no
4095987421;Ristorante Caruso;47.4917878;8.7137065;Winterthur;8406;Tössfeldstrasse;30;restaurant;;;;;;
4095987423;Sanook;47.4984732;8.7363658;Winterthur;8400;St. Gallerstrasse;27;restaurant;thai;;;Mo-Fr 11:00-14:00; Mo-Th 17:30-22:00; Fr-Sa 17:30-05:00;;
4095987424;Castello;47.4879822;8.7089972;Winterthur;8406;Klosterstrasse;50;restaurant;italian;;;;;
4095987426;Euro Pizza;47.5148496;8.7591591;Winterthur;8404;Sonnenblickstrasse;1;restaurant;pizza;;;"Tu-Fr 11:00-13:30, Tu-Sa 17:00-22:00";;
4095987428;Dieci Pizzakurier;47.4984106;8.7373286;Winterthur;8400;St. Gallerstrasse;35;fast_food;pizza;;;"Mo-Th 11:00-13:30,17:00-22:00; Fr,Sa 11:00-13:30,17:00-23:00; Su 11:00-22:00";https://www.dieci.ch/de/pizzakurier-winterthur;
4095987429;Kongresshaus Liebestrasse;47.5022980;8.7296633;;;;;restaurant;;;;;;
4095987430;Viet-Long;47.4932416;8.7428894;Winterthur;8400;Allmannstrasse;20;fast_food;vietnamese;asian;;;"Mo-Fr 11:00-14:00,17:00-22:00; Sa,Su 16:30-22:00";https://www.vietlong.ch;
4095987433;Bocciodromo Pizzeria;47.5076476;8.7084093;;;Flüelistrasse;9;restaurant;pizza;;;Tu-Fr 14:00-23:00; Sa-Su 11:00-23:00;https://bocciodromo.ch/;
4095987434;Il Sapore;47.4891927;8.7028247;Winterthur;8406;Zürcherstrasse;208;restaurant;swiss;italian;pizza;;yes;;https://www.ilsapore.ch;limited
4095987435;Wirtschaft Zur Eintracht;47.5270733;8.7515018;Reutlingen (Winterthur);8404;Reutlingerstrasse;67;restaurant;regional;;;Tu-Fr 11:00-24:00; Sa 17:00-24:00;https://eintracht-reutlingen.ch/;
4095987437;Neuburg;47.4967438;8.6763834;Winterthur;8408;Neuburgstrasse;63;restaurant;regional;barbecue;fine_dining;fondue;;yes;"We-Sa 11:00-14:00,17:30-23:00; Su 11:00-22:00; Mo,Tu off";https://neuburg.ch/;
4095987438;Grotto Maienried;47.5169456;8.6847910;Winterthur;8408;Maienriedweg;42;restaurant;ticinese;;;;;
4109460415;Argentina;47.5004248;8.7226484;Winterthur;8400;Rudolfstrasse;15;restaurant;steak_house;yes;yes;"Mo-Sa 10:00-24:00; Su,PH 10:00-22:00";https://www.steakhouse-argentina.ch/de/p/standorte/winterthur-1086.html;limited
4125136764;By Elvis;47.4763352;8.7041609;Winterthur;8406;Zürcherstrasse;322;restaurant;;;;;https://www.byelvis.ch/;
4127859153;Coop Restaurant;47.4944515;8.7583632;Winterthur;8404;Rudolf-Diesel-Strasse;19;restaurant;german;;;Mo-Sa 08:00-20:00; PH off;;
4143671995;Rüzgar;47.4945371;8.7118663;Winterthur;8406;Zürcherstrasse;57;cafe;;;;;;
4143671996;Anadolu Imbiss;47.4944763;8.7117540;Winterthur;8406;Zürcherstrasse;59;fast_food;kebab;;;;;
4143672000;Anita Bar;47.4923416;8.7082248;Winterthur;8406;Zürcherstrasse;93;bar;;;;;;
4145958789;Billardcenter Borsalino;47.4993039;8.7457750;Winterthur;8400;Werkstrasse;16;restaurant;;;;"Mo-Th 14:00-24:00; Fr-Sa 14:00-02:00, Su 14:00-24:00";https://www.borsalino.li/;
4153947940;Fabi Imbiss;47.5014552;8.7208153;Winterthur;8400;Wartstrasse;32;fast_food;kebab;;;Mo-Sa 10:00-23:00; Su 17:00-23:00;;
4153947942;Maharaja Curry;47.5010717;8.7212270;Winterthur;8400;Wartstrasse;21;restaurant;;;;"Mo-Fr 11:30-14:00,18:00-23:00; Sa 18:00-23:00";;
4189897373;Destiny 1;47.4896820;8.7034206;Winterthur;8406;Zürcherstrasse;198;pub;;;;;;
4198831694;McQueen Fumoir;47.4979893;8.7258787;;;;;bar;;;;;;
4198831696;Couleur Bar;47.4978328;8.7283764;Winterthur;8400;Technikumstrasse;46;pub;;;;;;
4202897703;;47.4924859;8.7900381;;;;;bbq;;;;;;
4202897704;;47.4915747;8.7970642;;;;;bbq;;;;;;
4202897725;;47.5107324;8.7946002;;;;;bbq;;;;;;
4202897726;;47.5198397;8.7659073;;;;;bbq;;;;;;
4216125195;;47.4811470;8.7347509;;;;;bbq;;;;;;
4216125196;;47.4809751;8.7349640;;;;;bbq;;;;;;
4216125199;;47.4841331;8.6738055;;;;;bbq;;;;;;
4216125201;;47.5167796;8.7004376;;;;;bbq;;;;;;
4216125207;;47.5205374;8.6801382;;;;;bbq;;;;;;
4232449290;Café Wyden;47.5115458;8.6810461;;;;;cafe;;;;Mo-Fr 08:00-17:00; Sa 08:00-12:00;;
4238364555;Toodog Sushi;47.4980708;8.7437277;Winterthur;8400;St. Gallerstrasse;78;fast_food;sushi;;;"Mo-Fr 11:00-14:00, 17:00-22:00; Sa 17:00-22:00";https://www.toodogsushi.ch/;
4350890743;Café Mélange;47.4843034;8.7641677;;;;;cafe;coffee_shop;;;Mo-Fr 14:00-18:00;https://www.cafe-melange.ch/;
4358977790;Carl's Jr.;47.4998234;8.7308762;Winterthur;8400;Unterer Graben;33;fast_food;burger;;;Su-Th 10:00-22:00; Fr-Sa 10:00-24:00;https://www.carlsjr.ch/;
4395329570;Weroz;47.4938563;8.7417544;;;;;fast_food;;;;Mo-Sa 10:00-22:00; Su 11:00-21:00;;
4395329572;Sport Café;47.4938554;8.7420444;;;;;cafe;;;;;;
4395329573;La Pizza Pasta;47.4930072;8.7433443;Winterthur;8400;Tösstalstrasse;89;fast_food;kebab;pizza;teigwaren;;;;https://lapizzapasta.ch;
4395329576;Victoria;47.4907272;8.7471475;;;;;restaurant;pizza;;;Mo-Sa 08:00-22:00; Su 10:00-22:00;;
4395329789;Sultan;47.4841776;8.7597092;;;;;restaurant;;;;;;
4395329792;Taste of Asia;47.4837102;8.7606874;Winterthur;8405;Tösstalstrasse;249;restaurant;asian;;;;https://www.taste-of-asia.ch/;
4395329797;Princess;47.4831540;8.7609805;;;;;bar;;;;;;
4395329798;Krone Pub;47.4830710;8.7610753;;;;;pub;;;;;;
4395953063;Feuerstelle;47.5109513;8.7886136;;;;;bbq;;;;;;
4417689793;Domino's Pizza;47.5049501;8.7179070;;;;;fast_food;pizza;;;"Mo-Th 11:00-13:30, 17:00-23:00; Fr 11:00-13:30, 17:00-23:55; Sa 11:00-23:55; Su 11:00-23:00";https://www.dominos.ch/;
4434577593;Villa Duchessa;47.5002649;8.7266443;Winterthur;8400;Stadthausstrasse;12;restaurant;italian;;yes;Mo-Sa 10:00-23:30; Su 10:30-23:00;https://villa-duchessa-winterthur.ch/;
4456693165;Migros Take-Away;47.4974593;8.7616940;Winterthur;8404;Industriestrasse;44;fast_food;;;;"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-gruezepark-i;
4456693170;Nuu’s Thai Kitchen;47.5027681;8.7638016;;;;;fast_food;thai;yes;yes;"Mo-Fr 11:00-14:00,16:30-20:30; Su 16:30-20:30";;yes
4456693174;Da Cristina;47.5036970;8.7638892;;;;;cafe;;;;;;
4471606845;Allmanns Trend Food;47.5043819;8.7723984;;;;;fast_food;;;;;;yes
4471698522;Caleiro Bar;47.4991947;8.7665296;;;;;bar;;;;;;
4486137546;Migros Restaurant;47.5190680;8.7203977;Winterthur;8400;Schaffhauserstrasse;152;restaurant;;yes;no;;https://filialen.migros.ch/de/migros-restaurant-winterthur-rosenberg;
4486137563;Rosen;47.5116104;8.7212509;Winterthur;8400;Loorstrasse;31;fast_food;turkish;;no;"Mo-Fr 11:00-14:30, 17:00-23:00; Sa-Su 11:00-23:00";https://restaurantrosen.business.site;no
4585119394;Molly Malone;47.4965532;8.7463082;Winterthur;8400;Oberer Deutweg;4;pub;;;yes;;;yes
4808524921;Hi und da;47.4993549;8.7304410;Winterthur;8400;Obergasse;32;pub;;;yes;Su-Mo off; Tu-Th 09:00-22:30; Fr-Sa 09:00-00:00;https://www.hiundda.ch/;limited
4816412578;Bären;47.5109569;8.6926960;;;;;restaurant;;;;;;
4816412579;Da Cosimo;47.5109301;8.6937446;;;;;restaurant;pizza;;;;;
4836796658;Il Gelatino;47.4995031;8.7235461;;;;;ice_cream;;;;;;
4868065118;Ziegelhütte;47.4782038;8.6987396;Winterthur;8406;Dättnauerstrasse;26;restaurant;;;yes;"Fr,Sa 18:00+ open ""bei Anlass""";https://mirvowinti.ch;limited
4878656985;;47.5067900;8.6658336;;;;;bbq;;;;;;
4879747524;Santa Rosa;47.5018878;8.7734895;Winterthur;8409;Stegackerstrasse;14;restaurant;pizza;italian;;;;;
4885628315;Beans & Balls;47.5008327;8.7262681;;;;;fast_food;coffee_shop;bowls;;no;Tu-Fr 09:00-16:00;https://www.beansandballs.ch/;
4885628316;Thaifood Like;47.5008974;8.7262466;;;;;fast_food;thai;;no;;;
4885628318;Yosry’s ägyptischer Imbiss;47.5009606;8.7262267;;;;;fast_food;egyptian;;no;"Mo-We 11:30-17:00; Th-Fr 11:30-15:00, 18:00-20:00; Sa 11:30-17:00";;
4952008723;Saffron;47.5054212;8.7146463;Winterthur;8400;Bürglistrasse;31;restaurant;indian;;yes;"Mo-Fr 11:30-14:00, 17:30-23:00; Sa 17:30-23:00; Su 17:30-22:30";https://saffronrestaurant.ch/;
4985409623;Burger King;47.4991094;8.7247150;Winterthur;8400;Untertor;33;fast_food;burger;yes;yes;"Su-Th 10:00-24:00, Fr 10:00-05:00, Sa 10:00-06:00";https://www.burger-king.ch/de/store-locator/store/restaurant_239725;yes
5007665837;;47.5052698;8.7657757;;;;;bbq;;;;;;
5007665838;;47.5056555;8.7654124;;;;;bbq;;;;;;
5007665839;;47.5054063;8.7640174;;;;;bbq;;;;;;
5105876560;Bistro Auwiesen;47.4833624;8.7048969;;;;;cafe;;yes;yes;"Mo-Fr 08:30-14:00,16:30-21:00; Sa 10:00-14:00";;
5109346567;Çakllani;47.4905043;8.7047391;Winterthur;8406;Zürcherstrasse;162;restaurant;balkan;;no;"Mo-Th 08:00-22:00; Fr-Sa 08:00-24:00, Su 08:00-22:00";https://www.restaurant-cakllani.ch/;
5109346573;Lani;47.4924275;8.7069041;;;;;restaurant;;;;;;
5112759070;COALMINE Café;47.5004004;8.7250816;;;;;cafe;;;;Mo-Fr 08:00-19:00; Sa 11:00-16:00;https://www.coalmine.ch/coalmine/cafe/;
5144542839;Mira Mare;47.5017958;8.7535976;Winterthur;8404;Hegistrasse;35b;fast_food;pizza;italian;;;;;
5205863978;Incontro;47.4912931;8.7340645;;;;;restaurant;italian;pizza;;;"Mo off; Tu, We, Fr 11:30-13:30, 17:30-21:00; Th, Su 17:30-21:00; Sa 11:30-21:00";http://www.incontropizza.ch/;
5219634725;Terracina;47.4984412;8.7272400;;;;;restaurant;italian;noodle;pizza;;yes;;;limited
5250896232;Grütli;47.4927256;8.7121796;;;;;restaurant;;;;;;
5313864428;Sabi's Genuss Bistro;47.4984440;8.7277842;Winterthur;8400;Metzggasse;3;restaurant;;;;Tu 08:00-23:00; We-Th 09:00-23:00; Fr 08:00-24:00; Sa 09:00-24:00;https://www.sabisbistro.ch/;
5320192449;Restaurant Rossberg;47.4624948;8.7146159;Kemptthal;8310;Rossbergstrasse;41;restaurant;regional;;no;;https://rossberg-winterthur.ch/;
5380764624;Erb;47.4858482;8.7631807;Winterthur;8405;Hinterdorfstrasse;48;cafe;regional;;yes;Mo-Fr 07:30-18:30; Sa 07:30-18:00;https://www.erb-getraenke.ch/;
5524939977;;47.5421892;8.7649288;;;;;bbq;;;;;;
5575895524;Wirtschaft zum Landhaus;47.4886565;8.8038259;Räterschen;8352;Räterschenstrasse;34;restaurant;;;yes;"We-Sa 11:00-22:00, Su-Tu off";https://www.gastro-tipp.ch/tipps_profile_detail.php?profileIDX=2558;
5596257036;;47.5041946;8.6867218;;;;;bbq;;;;;;
5715924417;Monte Civetta;47.5089085;8.6921959;Winterthur;8408;Wieshofstrasse;44;restaurant;pizza;italian;;;;;no
5727215156;Restaurant Rathaus;47.4998332;8.7298837;;;;;ice_cream;;;;"open ""Summer""";;yes
5762237953;Roxy Vinyl Cafe;47.4984965;8.7321395;Winterthur;8400;Neustadtgasse;1a;cafe;;;;"Tu-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-18:00";;
5763891100;;47.5126199;8.7524048;;;;;bbq;;;;;;
5765890212;;47.5009119;8.7498160;;;;;bbq;;;;;;
5770385050;Seen Pizza - Kebab;47.4844248;8.7628281;Winterthur;8405;Kanzleistrasse;17;fast_food;kebab;pizza;;;Mo-Fr 10:00-21:30; Sa 10:30-21:30;;
5770385052;Sherazad;47.4963916;8.7458858;;;;;restaurant;pizza;;;;;
5995223146;doode Coffee World;47.5001836;8.7329684;Winterthur;8400;Obertor;6;cafe;;;;"Mo,Tu 00:00-19:00; We-Sa 08:30-22:00; Su 10:00-17:00";;
6063274103;House of Grill;47.4952300;8.7503609;;;;;restaurant;;;;Tu-Su 11:00-23:00;;
6063274104;Domino's;47.4951468;8.7505642;;;;;fast_food;pizza;;;"Mo-Fr 11:00-13:30,17:00-24:00; Sa 11:00-24:00; Su 11:00-23:00";;
6082078700;Tandoor Restaurant + Takeaway;47.5007586;8.7201508;;8400;;;restaurant;indian;;;Mo-Sa 10:00-20:00;http://www.indian-supermarket.ch/indian/supermarket;
6223030513;Hasan's Sandwich;47.4979285;8.7292496;;;Technikumstrasse;32;fast_food;;;;Mo-Sa 11:00-20:30; Su off;https://www.instagram.com/hasanssandwich/;
6269893385;Restaurant Schwimmbad Wolfensberg;47.5135566;8.7153827;;8400;;;restaurant;;;;;;
6418842769;T4 Steibi;47.4983824;8.7299015;;;;;ice_cream;;;;;http://www.steibi-gelateria.ch;
6504247617;Frischtheke;47.5040568;8.7638139;;;;;fast_food;;;;;;
6510465867;Pizza con Amore;47.4924600;8.7084259;;;Zürcherstrasse;89;fast_food;pizza;;no;;;
6815281822;JC's Housecafe;47.5058789;8.7302519;;;;;cafe;;;yes;Mo-Fr 08:00-18:00;;no
6984983151;Esse Musicbar;47.4937273;8.7345161;Winterthur;8400;Zeughausstrasse;52;bar;;;;"We,Su 17:00-23:00; Th,Fr 17:00-24:00";https://www.esse-musicbar.ch/;
7091616935;Fondue Keller;47.5026752;8.7199275;Winterthur;8400;Tellstrasse;15;restaurant;swiss;fondue;raclette;;no;Tu-Su 17:00-23:00;https://www.fonduekeller-winterthur.com/;limited
7149547575;;47.5066484;8.7598637;;;;;bbq;;;;;;
7149638851;;47.5028719;8.7622189;;;;;bbq;;;;;;
7192989721;;47.4964351;8.7370622;;;;;bbq;;;;;;
7231454924;Wintimomo;47.4995172;8.7197056;Winterthur;8400;Schützenstrasse;10;restaurant;;;no;Mo-Fr 11:00-14:00;;no
7260721504;CUBE3;47.4986760;8.7279703;;;Metzggasse;10;cafe;;;;"Mo,We-Th,Sa 08:00-23:45; Tu,Fr 07:00-23:45; Su off";;
7312246385;Ristorante ConCordia;47.5090675;8.7172061;;8400;;;restaurant;italian;;;"Tu-Th 17:30-23:00; Fr,Sa 17:30-23:30";https://con-cordia.ch/;
7438158311;Migros Take-Away;47.5185529;8.7200141;Winterthur;8400;Schaffhauserstrasse;152;food_court;;;;"Mo-Fr 08:30-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-rosenberg;
7438158319;Conditorei Bäckerei Spatz;47.5181024;8.7205033;;;;;cafe;;;;;https://www.spatz-dessert.ch/;
7438158320;Coffee Box Snack Bar;47.5188724;8.7207062;;;;;cafe;;;;;;
7439496294;Kebab Treff;47.5105886;8.6951108;;;;;restaurant;kebab;;;;;
7503079102;Asiaway Restaurant;47.4984124;8.7240672;Winterthur;8400;Archplatz;2;restaurant;;;;"Mo-Sa 11:30-14:00,17:30-22:00";https://asiaway.ch/;
7503079115;ARCHiE Hot Dog Factory;47.4984097;8.7245477;;;;;fast_food;hot_dog;;;;;
7503079116;Asiaway Lounge;47.4983773;8.7239922;Winterthur;8400;Archplatz;2;fast_food;;;;Mo-Sa 11:00-22:00;https://asiaway.ch/;
7503079118;Café Archhöfe;47.4979542;8.7243914;Winterthur;8400;Archplatz;2;cafe;;;;Mo-Fr 09:00-20:00; Sa 09:00-18:00;https://www.cafearchhoefe.ch/;
7632693412;My Home;47.4894776;8.7031772;Winterthur;8406;Zürcherstrasse;200;restaurant;;;yes;Mo-Su 06:30-21:00;;
7640643967;;47.5144201;8.7374994;;;;;bbq;;;;;;
7685026291;Migros Restaurant;47.4989820;8.7202505;;;;;restaurant;;;;Mo-Fr 08:00-20:00; Sa 08:00-18:00;https://filialen.migros.ch/de/migros-restaurant-winterthur-neuwiesen;
7685026292;Migros Take-Away;47.4992587;8.7213153;Winterthur;8400;Strickerstrasse;3;food_court;;yes;no;"Mo-Fr 08:00-20:00, Sa 08:00-18:00; PH off";https://filialen.migros.ch/de/take-away-winterthur-neuwiesen-2;
7734615697;Pura Vida;47.4984388;8.7301559;;;;;ice_cream;;yes;yes;Mo-Sa 12:00-20:00; Su 13:00-19:00;https://gelateria-puravida.ch/;
7734615698;Hinterer Hecht;47.4981958;8.7314041;;;;;bar;;;;"Mo-Th 08:00-23:00, Fr 08:00-01:00, Sa 09:00-01:00";;
7815260385;Cross;47.5007543;8.7265940;Winterthur;8400;Stadthausstrasse;10B;restaurant;barbecue;;yes;;https://www.crossbbq.ch/;
7826688994;Industriehalle;47.4937731;8.7106155;Winterthur;8406;Untere Briggerstrasse;79;restaurant;pizza;;;Tu-Su 12:00-04:00;https://industriehalle-kurier.ch/;
7845978708;Big Burger;47.4940136;8.7110655;;;Zürcherstrasse;65;restaurant;burger;;;;https://bigburger.ch/;
7845978713;Indian King with Pizza;47.4970473;8.7010077;Winterthur;8406;Schlosstalstrasse;68;restaurant;indian;pizza;;;"Mo-Fr 11:30-14:00,17:30-22:00; Sa,Su 17:00-22:00";;
7858249070;Brasserie Reh;47.4992908;8.7266065;Winterthur;8400;Marktgasse;61;restaurant;brasserie;french;;;"Mo-Th 08:00-22:00; Fr, Sa 08:00-23:00; Su 09:30-19:00";;
7969145588;Wildrose Bistro;47.5054454;8.7174598;Winterthur;8400;Wülflingerstrasse;36;restaurant;;;;We-Fr 17:00+;https://wildrose-bistro.ch/;
7992692128;Grüner Saal;47.5035992;8.7276785;;;;;restaurant;;;;Mo-Fr 11:00-14:00; PH off;https://gruener-saal.sv-restaurant.ch/;yes
8128785390;Jimmy's;47.4980566;8.7304657;Winterthur;8400;Technikumstrasse;12;restaurant;burger;steak_house;;;Tu-Th 11:00-22:30; Fr-Sa 11:00-24:00; Su 11:00-22:30;;
8199027204;Hans im Glück;47.5181922;8.7200889;Winterthur;8400;Schaffhauserstrasse;152;restaurant;burger;yes;yes;Mo-Su 11:00-23:00;https://hansimglueck-burgergrill.de/standort/winterthur-rosenberg;
8519878955;Oberi Pizza;47.5077003;8.7554769;;;;;restaurant;pizza;;;"Tu-Th 11:00-13:00,17:00-22:00; Fr 11:00-13:30,17:00-23:00; Sa 17:00-23:00; Su,PH 12:00-22:00";;limited
8550952236;BurgerChuchi;47.4986696;8.7308996;;;Unterer Graben;7;fast_food;burger;;;"Mo-Fr 10:00-20:00, Fr,Sa 10:00-21:00; Su off";https://www.burgerchuchi.ch/;
8550999321;;47.5058715;8.7544205;;;;;bbq;;;;;;
8874899713;Tayyeb Burger;47.5012179;8.7209909;;;;;restaurant;burger;;;"Tu-Th 11:00-14:00,17:00-21:00; Fr 15:00-21:00; Sa,Su 12:00-21:00";https://www.tayyebburger.ch/;
9006547598;Gelati Schulgasse;47.4989291;8.7296748;;;;;ice_cream;;;;Mo-Su 12:00-22:00;https://www.gelati1998.ch/de/schulgasse/;yes
9040336569;Kafi Ziegelstei;47.4778386;8.6986122;Winterthur;8406;Dättnauerstrasse;9;cafe;;;;Tu-Su 09:00-17:00;https://www.ziegelstei.ch/;
9040439996;B51;47.4955808;8.7179129;Winterthur;8406;Drehscheibenplatz;;ice_cream;;yes;yes;Mo-Fr 12:00-17:00;;no
9097117333;Erpot;47.4983164;8.7546036;Winterthur;8404;St. Gallerstrasse;170;restaurant;;;;;https://erpot.ch/;
9340288325;Negishi Sushi Bar;47.5009563;8.7238195;;;;;fast_food;sushi;;;Mo-Su 10:00-21:00;;yes
9340288327;Frau Hund;47.5010438;8.7241901;;;;;fast_food;hot_dog;;;Mo-Fr 06:00-21:00; Sa 08:00-20:00; Su 10:00-20:00;;yes
9454867847;70/30;47.5015424;8.7206897;;;;;restaurant;;;yes;Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 11:00-23:00; Su 11:00-18:00;https://7030.ch/;
9565727837;Himmellounge;47.4927172;8.7621295;Winterthur;8405;Im Hölderli;10;bar;;;;;https://www.himmellounge.ch/;
9578980149;HegiKern;47.5030544;8.7637272;;;;;cafe;;yes;yes;;;
9581108183;China Bowl;47.4990053;8.7302299;Winterthur;8400;Obergasse;15;restaurant;chinese;;;Mo-Sa 11:00-22:30; Su 17:00-22:30;https://www.chinabowl-restaurant.ch/;
9651267228;McDonald's;47.4945709;8.7577932;Winterthur;8404;Rudolf-Diesel-Strasse;19;fast_food;burger;;;Mo-Sa 08:00-22:00;https://www.mcdonalds.com/ch/de-ch/location/winterthur-gr-zemarkt/780232.html;
9655661531;Suan Long;47.4996816;8.7235638;;;;;fast_food;chinese;;;Mo-Su 10:00-21:30;;
